0,1,2,3,4,5,6,7,8,9,10
5.149052e-05,0.028036714,0.00094950554,3.5512792e-05,4.644201e-05,0.0042629843,0.045091018,3.8385595e-05,0.005826075,0.004885515,0.9107763
0.00012877,0.057749588,0.009431825,8.079644e-05,0.000102697595,0.0626596,0.28010827,8.343055e-05,0.15029933,0.061129026,0.3782266
4.4594926e-05,0.009961688,0.0010533296,3.2810567e-05,7.703836e-05,0.044887852,0.016757132,3.267567e-05,0.00059692765,0.80478376,0.121772185
8.76049e-05,0.022927878,0.0018226324,7.6327764e-05,0.00010323089,0.17992572,0.02167588,0.000110927314,0.01566862,0.57401,0.18359111
0.00041455688,5.4024855e-05,0.0002183879,0.00017826664,0.00046915704,7.950665e-05,3.802693e-05,4.3679956e-05,6.8371235e-05,0.9980323,0.00040378462
0.00011265099,0.10593616,0.015540207,7.7190845e-05,8.128491e-05,0.022679409,0.2803283,5.9355087e-05,0.006084482,0.019068176,0.5500328
0.00010276381,0.09103498,0.007067348,0.00014471015,0.00019283198,0.13783292,0.220603,0.00015030838,0.013787582,0.07813693,0.45094666
0.00015854808,0.030449405,0.08963676,9.211296e-05,0.00012769521,0.027680485,0.16656001,8.710025e-05,0.09848872,0.03730401,0.5494152
0.00014703767,0.26822063,0.014648623,6.754244e-05,0.00014047242,0.009990531,0.31064653,7.2830626e-05,0.10489147,0.04562903,0.24554528
0.00010711459,0.0076164166,0.013612569,0.000110596375,8.620708e-05,0.050220434,0.004077917,7.04038e-05,0.0023674031,0.06650819,0.85522276
0.00010680677,0.095867984,0.010403235,0.000106408945,0.00016008706,0.107722856,0.11415263,0.000100618265,0.090591624,0.2029424,0.37784535
0.0001265348,0.19400865,0.07559916,5.812443e-05,0.00010930944,0.0137310065,0.29325306,7.352748e-05,0.009711165,0.031413753,0.3819157
9.2927585e-05,0.09811895,0.008873321,0.00010892336,0.00012848515,0.0032590833,0.24714467,6.7353605e-05,0.13026382,0.041419476,0.47052294
1.9088848e-05,0.0074644983,0.0019952832,2.1480291e-05,2.6347687e-05,0.87334436,0.01854576,2.1018832e-05,0.00024130648,0.08596978,0.012351045
6.673344e-05,0.050829872,0.009264778,4.9238497e-05,0.000100236575,0.0040652417,0.06810672,4.8368172e-05,0.042824764,0.15911014,0.66553396
0.00010486338,0.031243177,0.014324235,0.00011528615,0.000116719435,0.1807688,0.10045594,8.4287414e-05,0.16759242,0.058648054,0.4465462
5.5706532e-05,0.021424036,0.025161868,3.689805e-05,4.9268652e-05,0.006463227,0.031056212,4.7419984e-05,0.008905263,0.0866149,0.8201852
