0,1,2,3,4,5,6,7,8,9,10
0.00014233304,0.0666035,0.008244407,0.00011773802,0.00013830855,0.048170272,0.07768774,0.000105117884,0.15723369,0.12637816,0.5151787
0.0002806243,0.016853722,0.005633059,0.0001653148,0.00016452809,0.04183794,0.172403,0.000108045955,0.6989397,0.02753795,0.03607614
0.00084510894,0.0004157529,0.0003635881,0.00019137248,0.006680993,0.0058349674,0.0006751448,0.0012753196,0.0019180562,0.96457016,0.01722957
0.016996954,0.0060758814,0.00074248767,0.013938284,0.07573548,0.017867906,0.0033800914,0.01745762,0.024405075,0.26902694,0.55437326
0.7281825,0.00035946118,0.00043995402,0.0038327225,0.029643137,0.00045717644,0.0022044145,0.043241505,0.0032921254,0.10947517,0.078871794
4.2503776e-05,0.036474638,0.0036909352,6.140943e-05,5.2377054e-05,0.0493046,0.5813131,4.978435e-05,0.066271104,0.2053785,0.057361078
0.00014364616,0.2453393,0.002184213,8.185086e-05,8.5632164e-05,0.073536344,0.07199697,6.871714e-05,0.093356594,0.043156087,0.47005063
0.5546623,0.004592717,0.0052980455,0.016093904,0.012838807,0.011136599,0.010212269,0.0009054988,0.083216526,0.18936393,0.111679405
8.64415e-05,0.008297719,0.02600236,6.233075e-05,6.797208e-05,0.0076440275,0.16054791,5.9543385e-05,0.025871325,0.021212528,0.7501479
1.4746309e-05,0.0073507405,0.02809411,1.590339e-05,1.721731e-05,0.0037957965,0.03890324,1.4190233e-05,0.019847946,0.020467298,0.8814788
0.00013504439,0.34407353,0.0005065641,7.089292e-05,0.00011592752,0.21076298,0.12202527,7.60631e-05,0.036284026,0.09815064,0.18779904
0.03768577,0.00096100586,0.00078705064,0.0034612152,0.036105398,0.0007540946,0.0006631579,0.00092268083,0.0028394873,0.03345564,0.8823646
6.030953e-05,0.015011192,0.0012192293,6.135281e-05,0.00010414353,0.0027460195,0.1062641,8.389967e-05,0.39967185,0.01572813,0.45904973
0.63831633,0.0007072195,0.00016670566,0.005569982,0.0064863893,0.0012418109,0.0028429332,0.0028142463,0.0015353436,0.32772532,0.01259366
9.935263e-05,0.06465724,0.0010926647,9.492869e-05,0.00013838294,0.14219299,0.034603078,8.2300736e-05,0.13225248,0.20642394,0.41836262
0.1429387,0.009919706,0.0025382543,0.00972958,0.007911402,0.0034164204,0.002093989,0.015193367,0.13560504,0.23073596,0.4399176
0.00012644575,0.014450166,0.18447706,0.000100202116,8.389608e-05,0.00940046,0.17122383,7.682762e-05,0.14309618,0.05217104,0.42479384
0.00018150776,0.032723255,0.0044763614,0.00011700116,0.00012193887,0.06751982,0.120530434,8.007753e-05,0.28328273,0.044838365,0.44612858
0.3356386,0.0011757837,0.0036012207,0.0055322475,0.07020916,0.0023205031,0.0027436987,0.03352453,0.008529537,0.42028883,0.11643591
0.3270684,0.022694984,0.005342609,0.1186834,0.05793102,0.013278322,0.0064483443,0.050674964,0.043679446,0.1387507,0.21544781
0.21850415,0.00096691056,0.002485087,0.028969886,0.118151605,0.0023319975,0.01700686,0.039982684,0.0045776623,0.37025815,0.19676504
5.0662024e-05,0.034728434,0.0003386129,5.945475e-05,6.6428736e-05,0.090121105,0.061070945,3.618701e-05,0.08784253,0.3952858,0.3303999
0.00023318597,0.00838104,0.09820363,0.00018665528,0.00019360457,0.11810183,0.054442205,0.00015103737,0.47394308,0.047590993,0.19857268
