0,1,2,3,4,5,6,7,8,9,10
2.9149847398368718e-06,0.027361285590665013,0.013138915186645297,1.8250822935313136e-06,0.002503407323675865,0.006065822503970721,0.11670357463028311,2.9771768941333385e-06,0.01989531406073532,0.019614011129093153,0.7947099598569022
1.2117727424892085e-05,0.07391106530838115,0.033302446801054125,8.637916552967131e-06,1.681143659139756e-05,0.06085663649333078,0.12165230101384779,2.178191364193654e-05,0.3285437834134424,0.03886333541478434,0.3428110760287298
2.9637421780284103e-06,0.03827655053250156,0.011096290088133873,2.281751153479222e-06,0.0025218613138657513,0.057029464259254786,0.10506314612674612,9.574168639349128e-06,0.005243854873303308,0.6293380238017074,0.15141598289692734
1.2386639931235348e-05,0.045149494766627676,0.014001744985194006,1.0775581018502087e-05,0.0025189826463426854,0.172042395155913,0.07036273513240988,1.7828016216612023e-05,0.04091772616823731,0.44520659638319093,0.20975934141365837
0.018842781778888294,0.0026452614404835675,9.634574156918221e-05,0.002771666895031722,0.006404682808713879,0.001508205449516669,0.00016899197524936286,0.005374079610869805,0.0003717880165297334,0.8783955284694317,0.08342066312390671
7.828895173926117e-06,0.146389947981661,0.04513387602424557,7.5671045556200184e-06,1.3787337105012558e-05,0.032346844712919966,0.369167119226438,2.3801353199145175e-05,0.05706887130343269,0.07486700189277802,0.27497335577602294
2.0549066230636585e-05,0.11471700283337151,0.029060431810600054,1.8819377433697764e-05,8.875742479599602e-05,0.03830618060354348,0.26213290302096914,3.119988772862851e-05,0.014811138606533911,0.09170593385357413,0.44910708182173964
0.00017095429734808855,0.05091447247988991,0.07871379761456959,9.489416374534851e-05,0.00015110495194625318,0.012218932887685541,0.15996068912259914,2.70424062158244e-05,0.11640795083335387,0.04533182409843072,0.5360083438421894
0.0025313977792405648,0.19109734896854305,0.047843581957840144,6.193826499750484e-06,4.0907103416734174e-05,0.009519104922697245,0.3086422745810948,2.186013557076514e-05,0.049030895578685195,0.10160016780705333,0.2896662724067219
1.9863919680382163e-05,0.016911110107835636,0.0665536970247522,1.6093140069199024e-05,6.485081916265486e-06,0.05955532816183136,0.02506394312562409,2.0049664155630134e-05,0.010682574032644063,0.13531712506079513,0.6858537293653394
2.5784666196805535e-05,0.06750620154697576,0.013895805382759488,8.194014857558824e-06,3.072035332439566e-05,0.13287287737452946,0.11624624923493815,2.6260201938500904e-05,0.07765237857433273,0.11893865880508345,0.47279687417334904
0.0025353403223627308,0.2799275659057308,0.07607206026978348,0.00250806357695374,3.5531018481086035e-05,0.0024655228732672445,0.18228692319069997,1.9711693623249015e-05,0.031251636873611495,0.024600985762718148,0.39829666668673797
1.1911869440072372e-05,0.11123179757460394,0.011855282797648041,7.640973387681523e-06,2.6516275284243922e-05,0.010304574922877006,0.23577785904176266,2.776104026953168e-05,0.12540060384652957,0.05248527594991906,0.4528707723299602
3.0285638422397866e-06,0.012122566641650675,0.006337278808995089,2.3692309637303714e-06,5.584675059286686e-06,0.8093165932748331,0.03143370281782414,3.2925689440366816e-06,0.0008398268077255063,0.12188454761944603,0.018051192707123048
0.0025043799813131806,0.06088376909443724,0.01432219526756983,3.1713826778735044e-06,7.831473370492772e-06,0.01558930748196992,0.06353368244096,1.129585836880953e-05,0.07104857784767336,0.15922533069886624,0.6128704655686139
